geneSymbol	male_CryptoDB_46_rep_1	male_CryptoDB_46_rep_2	male_CryptoDB_46_rep_3	male_CryptoDB_46_rep_4	female_in_vitro_CryptoDB_46_rep_1	female_in_vitro_CryptoDB_46_rep_2	female_in_vitro_CryptoDB_46_rep_3	female_in_vitro_CryptoDB_46_rep_4	female_in_vivo_CryptoDB_46_rep_1	female_in_vivo_CryptoDB_46_rep_2	female_in_vivo_CryptoDB_46_rep_3	female_in_vivo_CryptoDB_46_rep_4	asexual_CryptoDB_46_rep_1	asexual_CryptoDB_46_rep_2	asexual_CryptoDB_46_rep_3	asexual_CryptoDB_46_rep_4
cgd1_10-RA	4.9467824082661425	4.723071512158392	4.8562189070087864	4.895654353821414	4.36151800470926	3.705187814130188	4.140207029139718	3.1032963038425194	2.047647333874074	1.970149805983376	2.568647219536772	0.13242993892958843	4.000191930005595	5.682699594102714	2.9972909513083685	4.610381511132159
cgd1_100-RA	3.988153688915887	4.264220774663754	4.3556929136816205	4.03659048330976	2.2037617855528846	3.694848935178967	0.13242993892958585	0.13242993892958843	2.832913347648594	1.676312918061492	2.0725853795896056	2.3003857317228116	3.6552721298423645	4.147439255986867	2.4989922182839375	1.996284425893123
cgd1_1000-RA	5.009858071930403	5.678598920978175	6.7500189014966105	6.226252272652482	7.027348684474016	7.394991551771323	6.300603989360518	6.889592518430958	4.890323519491649	5.387901783371554	5.684450202266988	4.873733299010268	4.330984398255789	2.792909491651199	1.1987543643761078	2.5021831322089154
cgd1_1010-RA	5.047813339529956	5.337899244895022	5.316674475751727	5.487256720023933	6.764202065560759	6.881140658012947	6.188654667492841	5.385888876642935	7.079910780334211	6.796763011064909	6.870980830503553	6.60760881965619	5.7829907636919256	4.973992667170527	5.8998175016822865	5.555346462157162
cgd1_1040-RA	3.1205494851848745	3.817013269618771	5.861645409269835	4.426846459177768	3.933647629875284	4.6463420465709335	4.143235754555745	4.563129364994429	5.623760137735968	5.849539036095998	5.80585032136061	5.001987344634464	4.274663914823497	2.742874481871525	3.5175999969631206	4.3287374619909125
cgd1_1060-RA	6.106717885153535	6.6492516477734265	6.464999587664419	6.484313924515153	6.354496764259956	4.144711486587697	5.299187647525575	3.9974614677365463	4.6267523851748384	5.228391944668118	4.947684235074146	4.802171833262232	6.197485711521178	6.297700164809599	6.376830355781324	6.0485363003545265
cgd1_1063-RA	1.6212573344281307	3.449879154248363	3.9432115812688586	2.9026134868143227	3.347356298647922	3.4473940859471988	3.260817811755469	2.3059782909212303	3.3496469119780112	3.7709312273932842	3.638347664133347	4.849809665630297	3.602754711715822	4.74959616963568	4.275553029606625	3.8649084301236525
cgd1_1070-RA	1.6212573344281307	3.449879154248363	3.9432115812688586	2.9026134868143227	3.347356298647922	3.4473940859471988	3.260817811755469	2.3059782909212303	3.3496469119780112	3.7709312273932842	3.638347664133347	4.849809665630297	3.602754711715822	4.74959616963568	4.275553029606625	3.8649084301236525
cgd1_1080-RA	4.138521829907521	0.5238514428851825	2.0893225911309194	3.725115561122266	1.59790835232383	2.6580593810405944	2.8303622092001377	0.13242993892958843	4.635806876851734	3.4395596520290783	3.9959038235390785	4.469904442232029	3.0577737149627695	0.13242993892958585	1.8489653545795481	3.178499257554308
cgd1_1090-RA	3.808103689753672	3.5581623548372665	6.412915740344914	5.645911930513199	4.225574007147424	4.637047103763158	3.593499370132336	0.13242993892958843	4.0195949379421885	6.108253362258478	6.442243981823173	5.156994371333775	3.6596539148720124	4.852878102596243	4.359444922581804	2.7871326991725245
cgd1_110-RA	3.673878961829509	1.997162555938746	1.4519332599771926	2.9653013198554037	3.3226071204001086	1.8083825841447474	1.9530446435799538	3.112230460714812	3.431024286549009	4.644817243832466	4.649009860854303	3.673344651384546	2.9575789649256463	4.167643928331401	4.0115189637075535	3.5079078940994943
cgd1_1100-RA	7.956296110661477	7.797031947631312	7.304906090338981	8.229221583841001	10.50188157217705	9.900668187887108	10.09210920240593	9.838446307885226	10.44072821745037	10.925099281262382	10.901626429872996	9.575005837131615	4.260077625579982	4.539092095436392	4.090376017248705	3.9592618364672125
cgd1_1110-RA	7.988324594989793	7.111624325810084	7.836810501513531	7.630797658414381	8.082850713146533	8.245164300078825	7.606123366161908	7.244881501409931	8.166795240493121	8.837119908685711	8.838595162848318	7.662856980221985	5.1708429986795625	6.0959712630512985	6.270377720200038	5.395611178091164
cgd1_1120-RA	5.891136967315313	6.470753851308897	7.351604257498746	5.9315605417406045	5.76277358263747	6.235383760092067	5.501420770381858	4.56332038263248	6.089477861776379	5.952157783248236	6.19879964786075	4.353415541322199	5.028535345011599	6.410682579975617	5.4103286680846265	5.666511675934104
cgd1_1130-RA	3.9604899047138087	2.7159059195343223	5.475210236277358	3.937618314604983	3.425497404151114	4.455830853515625	3.7138032799275376	0.13242993892958843	1.4610316028853072	2.908544963660807	2.6036599409931847	0.13242993892958843	1.537359635565209	0.13242993892958585	2.6100833611538095	1.4257763970497095
cgd1_1140-RA	9.59643285304373	9.54338344530751	8.599610450610372	9.194468124414808	8.796315878775912	8.893918250259844	8.90177177586059	8.355909183017559	5.409796657603144	5.385864920152492	5.376034858697328	4.897054687496996	5.886356073208123	6.493286938267535	5.927315614725182	5.7062309415874894
cgd1_1150-RA	4.772166953131492	4.913817166480676	4.357811109142961	5.085114706948213	0.13242993892958843	0.13242993892958585	0.13242993892958585	0.13242993892958843	0.13242993892958585	0.13242993892958585	0.13242993892958585	0.13242993892958843	0.13242993892958843	0.13242993892958585	0.13242993892958585	0.13242993892958585
cgd1_1160-RA	6.734690733511204	7.140967151827587	7.231618047566765	7.368763056822485	5.8216626428115905	6.4260928012533505	6.671044956453492	4.067492202407183	4.543523307760145	5.593331988657231	5.8416149082957105	3.1958581382905717	2.65269448287246	0.13242993892958585	0.13242993892958585	0.13242993892958585
cgd1_1170-RA	7.190103939474313	7.510834709655858	6.808371028636605	7.239628541532036	7.786708025149504	7.90370421173768	7.605083178074092	6.534327597860442	7.239382414758792	7.389894370456296	7.540587359079723	5.90777939809787	5.489726644048599	4.883921615439845	4.865325577242321	3.8535932417168133
cgd1_1180-RA	7.666725033068044	7.914146959974649	7.393975641777451	8.089921181612366	9.841686324321493	9.522022047218055	9.88656858006597	9.77040971736166	8.996128068391716	9.367908392985854	9.169785269993975	8.193674987269686	4.862559030540934	4.150332236375151	5.318733301755527	3.9630079123720634
cgd1_120-RA	0.13242993892958843	3.3972395164123514	0.13242993892958585	0.5968490908764473	2.223442016860594	0.13242993892958585	1.9560881012956084	0.13242993892958843	5.20551092814555	4.648875107577231	4.9263402430893155	3.6772240883695138	3.8559453459761235	3.6298882827596466	3.792136394960647	4.933260271853345
cgd1_1200-RA	3.8194982259575396	1.5838039718051813	3.6611676494488816	1.3999774216634513	3.9840425786681632	4.6982281088797135	3.9482895210392472	3.153541308171381	8.078728774233843	8.180430667990095	8.134795870686814	7.0182412695269365	6.84357136691274	6.5560053908267495	6.521986456489193	6.82505816529952
cgd1_1210-RA	2.158002845168726	0.13242993892958585	1.460591870400606	3.0533099655785474	5.12208619136378	4.648025852815197	4.144887419244192	3.1076508692033826	7.429042550243005	7.702409488214047	7.703442679064558	6.5554088555210495	5.889101832197455	5.3337535180878595	6.488794706873381	7.1601454291862625
cgd1_1220-RA	5.4871244196898346	5.301266151015219	5.52705576893269	6.792174891153703	7.847421314943504	5.741060764465692	6.4304417539224525	5.26522658529442	8.517550164009155	8.395390385311202	8.17475039476865	8.234347385727265	6.82451935761094	5.511875165571492	5.514851942706359	5.739123828310656
cgd1_1230-RA	6.294634457690493	5.783141466607093	6.009208211842254	6.771674152737193	5.49078915086091	5.4514392215949465	5.1952142495480365	4.548895057765059	5.139577689949761	5.026208445867276	5.148810592546942	3.6533060674293765	5.7894672709189186	5.505198439864639	5.941485408311651	5.771147327156917
cgd1_1240-RA	5.0837767540842425	5.834776240604162	5.870121785591611	6.5722512723007585	5.6156756846432785	5.543981675127062	6.2954232758882345	6.389993720177009	7.1688409505053885	7.691071890933761	7.639354368140997	7.422364476366326	6.245878245724005	6.892483894260126	6.269482292540146	6.497628995003542
