geneSymbol	WT_30hrs_vehicle_rep_1	WT_30hrs_vehicle_rep_2	WT_30hrs_vehicle_rep_3	WT_30hrs_Shield_rep_1	WT_30hrs_Shield_rep_2	WT_30hrs_Shield_rep_3	MybM_OE_30hrs_vehicle_rep_1	MybM_OE_30hrs_vehicle_rep_2	MybM_OE_30hrs_vehicle_rep_3	MybM_OE_30hrs_Shield_rep_1	MybM_OE_30hrs_Shield_rep_2	MybM_OE_30hrs_Shield_rep_3
cgd1_1290-RA	3.832455755507526	4.865611779994291	4.8611041283824115	3.832455755507526	5.217312215528215	3.832455755507526	4.407580201128971	4.715715055934027	4.312231313413673	3.832455755507523	5.236832996966132	4.431837137305568
cgd1_1330-RA	4.885550255049628	4.865611779994291	4.4365802409010335	3.832455755507526	4.45271675604056	3.832455755507526	3.832455755507526	5.013117061372674	4.671652206978158	4.408114233712773	3.832455755507523	3.832455755507526
cgd1_1340-RA	3.832455755507526	3.832455755507526	3.832455755507523	3.832455755507526	4.8850848317771645	3.832455755507526	4.407580201128971	4.715715055934027	3.832455755507523	3.832455755507523	3.832455755507523	3.832455755507526
cgd1_1380-RA	3.832455755507526	3.832455755507526	3.832455755507523	3.832455755507526	3.832455755507523	3.832455755507526	4.407580201128971	4.340649973106039	3.832455755507523	4.818477123749131	3.832455755507523	3.832455755507526
cgd1_1420-RA	3.832455755507526	3.832455755507526	3.832455755507523	3.832455755507526	3.832455755507523	3.832455755507526	3.832455755507526	3.832455755507523	4.671652206978158	3.832455755507523	4.463803748905587	4.431837137305568
cgd1_1450-RA	3.832455755507526	3.832455755507526	3.832455755507523	3.832455755507526	3.832455755507523	3.832455755507526	3.832455755507526	4.340649973106039	4.312231313413673	4.408114233712773	3.832455755507523	3.832455755507526
cgd1_1460-RA	3.832455755507526	3.832455755507526	3.832455755507523	3.832455755507526	4.45271675604056	3.832455755507526	4.407580201128971	4.340649973106039	3.832455755507523	4.408114233712773	3.832455755507523	3.832455755507526
cgd1_1500-RA	3.832455755507526	3.832455755507526	4.4365802409010335	3.832455755507526	3.832455755507523	3.832455755507526	4.817673399998502	4.340649973106039	4.312231313413673	3.832455755507523	3.832455755507523	3.832455755507526
cgd1_1520-RA	7.836926673302343	7.213526760211416	7.205548245389854	7.419113394491172	7.736071024596019	7.128976478712698	7.197912215009016	7.555194934661897	6.529246382918785	7.391686402288608	7.865643163532463	7.627045193567833
cgd1_1550-RA	4.453030804483815	3.832455755507526	3.832455755507523	4.833380623280831	3.832455755507523	3.832455755507526	3.832455755507526	4.715715055934027	4.312231313413673	3.832455755507523	3.832455755507523	3.832455755507526
cgd1_1560-RA	3.832455755507526	3.832455755507526	3.832455755507523	3.832455755507526	3.832455755507523	3.832455755507526	4.817673399998502	3.832455755507523	4.312231313413673	3.832455755507523	4.901486453908895	3.832455755507526
cgd1_1570-RA	4.453030804483815	4.439606720890312	3.832455755507523	4.418034900617806	4.8850848317771645	3.832455755507526	3.832455755507526	4.340649973106039	4.312231313413673	4.818477123749131	4.463803748905587	4.854030394174543
cgd1_1580-RA	5.487785402108367	5.881908355257329	4.4365802409010335	4.418034900617806	5.910696491635079	3.832455755507526	5.810225032064338	5.259565996816313	5.1987677873952665	4.408114233712773	4.463803748905587	4.431837137305568
cgd1_1590-RA	3.832455755507526	3.832455755507526	4.8611041283824115	3.832455755507526	3.832455755507523	3.832455755507526	4.817673399998502	5.469993819964452	4.312231313413673	3.832455755507523	5.236832996966132	3.832455755507526
cgd1_1600-RA	4.453030804483815	3.832455755507526	3.832455755507523	3.832455755507526	3.832455755507523	3.832455755507526	3.832455755507526	4.715715055934027	3.832455755507523	3.832455755507523	3.832455755507523	4.431837137305568
cgd1_1660-RA	3.832455755507526	4.439606720890312	4.4365802409010335	3.832455755507526	4.45271675604056	4.499995579565438	4.407580201128971	4.340649973106039	4.671652206978158	4.408114233712773	4.463803748905587	4.431837137305568
cgd1_1700-RA	3.832455755507526	3.832455755507526	4.4365802409010335	3.832455755507526	3.832455755507523	3.832455755507526	3.832455755507526	4.715715055934027	5.1987677873952665	4.818477123749131	4.901486453908895	3.832455755507526
cgd1_1720-RA	3.832455755507526	3.832455755507526	3.832455755507523	3.832455755507526	5.217312215528215	3.832455755507526	3.832455755507526	4.340649973106039	4.312231313413673	5.619799491432049	3.832455755507523	4.431837137305568
cgd1_1730-RA	5.2178667333846365	4.865611779994291	5.45549104716976	4.418034900617806	5.487172191738964	4.499995579565438	4.817673399998502	5.653599879410962	6.018557015807628	5.398749819344398	5.508744196890831	4.854030394174543
cgd1_1790-RA	3.832455755507526	5.194080611706006	4.4365802409010335	3.832455755507526	3.832455755507523	3.832455755507526	3.832455755507526	3.832455755507523	3.832455755507523	3.832455755507523	4.463803748905587	3.832455755507526
cgd1_180-RA	3.832455755507526	5.461459092357434	4.4365802409010335	3.832455755507526	3.832455755507523	3.832455755507526	3.832455755507526	4.340649973106039	4.312231313413673	3.832455755507523	3.832455755507523	3.832455755507526
cgd1_1800-RA	3.832455755507526	3.832455755507526	3.832455755507523	4.418034900617803	3.832455755507523	3.832455755507526	3.832455755507526	5.259565996816313	4.312231313413673	3.832455755507523	3.832455755507523	3.832455755507526
cgd1_1840-RA	3.832455755507526	4.439606720890312	3.832455755507523	3.832455755507526	3.832455755507523	3.832455755507526	3.832455755507526	3.832455755507523	4.671652206978158	5.137593165388841	4.463803748905587	4.431837137305568
cgd1_1950-RA	3.832455755507526	5.194080611706006	4.4365802409010335	3.832455755507526	3.832455755507523	3.832455755507526	4.817673399998502	4.340649973106039	3.832455755507523	3.832455755507523	3.832455755507523	4.854030394174543
cgd1_1970-RA	3.832455755507526	5.461459092357434	4.4365802409010335	3.832455755507526	3.832455755507523	4.499995579565438	4.407580201128971	4.715715055934027	4.671652206978158	4.408114233712773	4.901486453908895	4.854030394174543
cgd1_2000-RA	4.885550255049628	3.832455755507526	4.4365802409010335	3.832455755507526	3.832455755507523	3.832455755507526	3.832455755507526	3.832455755507523	4.671652206978158	3.832455755507523	3.832455755507523	3.832455755507526
cgd1_203-RA	3.832455755507526	3.832455755507526	3.832455755507523	4.833380623280831	3.832455755507523	3.832455755507526	3.832455755507526	3.832455755507523	4.671652206978158	3.832455755507523	4.463803748905587	3.832455755507526
cgd1_2030-RA	3.832455755507526	4.439606720890312	3.832455755507523	3.832455755507526	3.832455755507523	4.499995579565438	4.407580201128971	3.832455755507523	3.832455755507523	3.832455755507523	3.832455755507523	3.832455755507526
cgd1_2040-RA	4.453030804483815	4.865611779994291	4.8611041283824115	5.833842834923274	4.45271675604056	3.832455755507526	5.618646363939475	4.715715055934027	5.583988120234935	5.137593165388841	4.463803748905587	4.431837137305568
cgd1_2120-RA	3.832455755507526	3.832455755507526	3.832455755507523	3.832455755507526	4.45271675604056	3.832455755507526	4.817673399998502	3.832455755507523	4.312231313413673	3.832455755507523	3.832455755507523	4.431837137305568
cgd1_2130-RA	5.2178667333846365	3.832455755507526	4.8611041283824115	3.832455755507526	3.832455755507523	4.954614352745118	5.1366267606651155	4.340649973106039	4.9591512117761	4.408114233712773	3.832455755507523	5.180234968943517
cgd1_220-RA	3.832455755507526	4.439606720890312	3.832455755507523	3.832455755507526	3.832455755507523	3.832455755507526	4.407580201128971	3.832455755507523	4.671652206978158	3.832455755507523	3.832455755507523	3.832455755507526
cgd1_2220-RA	3.832455755507526	3.832455755507526	3.832455755507523	3.832455755507526	3.832455755507523	3.832455755507526	4.407580201128971	3.832455755507523	4.312231313413673	3.832455755507523	4.463803748905587	4.431837137305568
